Asset association report
All time
Asset status,Asset,Asset type,Level,Status,Status reason,Added by,Last updated,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost
Enabled,"Our Process
How the visit works
Scan, diagnose, written outcome
https://tripointdiagnostics.co.uk/process",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 8:55 AM",0,0, --,GBP,0,0.00
Enabled,Diagnostic Pre-Checks,Headline,Ad,Eligible,,Advertiser, --,0,2,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/1929281974941266435,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:16 AM",0,0, --,GBP,0,0.00
Enabled,Improved Driveability,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:30 AM",0,1,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/4346149546166737714,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:01 AM",0,0, --,GBP,0,0.00
Enabled,Fast Business Support,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:25 AM",0,0, --,GBP,0,0.00
Enabled,"Areas Covered
Kent and SE London
Mobile Mercedes van specialist
https://tripointdiagnostics.co.uk/areas-covered",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 8:52 AM",0,0, --,GBP,0,0.00
Enabled,Call or WhatsApp with fleet size and vehicle list for pricing and scheduling.,Description,Ad,Eligible,,Advertiser, --,0,2,0.00%,GBP,0,0.00
Enabled,Kent and SE London coverage. Fixed pricing confirmed before attendance.,Description,Ad,Eligible,,Advertiser, --,1,7,14.29%,GBP,8.57,8.57
Enabled,Vito Brake Quotes,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:28 AM",0,3,0.00%,GBP,0,0.00
Enabled,Diagnostic Check Incl.,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:28 AM",0,4,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/14593078984494775454,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:11 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/14593078984494775454,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:10 AM",0,1,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/14593078984494775454,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:06 AM",0,0, --,GBP,0,0.00
Enabled,Major Service From £295,Headline,Ad,Eligible,,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,Major Service From £295,Headline,Ad,Eligible,,Advertiser, --,0,18,0.00%,GBP,0,0.00
Enabled,Major Service From £295,Headline,Ad,Eligible,,Advertiser, --,0,4,0.00%,GBP,0,0.00
Enabled,Major Service From £295,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Sprinter Brake Quotes,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:27 AM",0,2,0.00%,GBP,0,0.00
Enabled,"Types:Sprinter W906,Sprinter W907,Sprinter W910,Vito W447,Courier Vans,Fleet Operators,Trade Referrals",Structured snippet,Account,Eligible,,Advertiser,"Mar 26, 2026, 8:05 AM",0,2,0.00%,GBP,0,0.00
Enabled,"Areas Covered
Kent and SE London
Mobile Mercedes van specialist
https://tripointdiagnostics.co.uk/areas-covered",Sitelink,Account,Eligible,,Advertiser,"Mar 26, 2026, 8:06 AM",1,1,100.00%,GBP,8.57,8.57
Enabled,https://tpc.googlesyndication.com/simgad/5676264499708190674,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:08 AM",0,1,0.00%,GBP,0,0.00
Enabled,"Minor and major service packages at your home, yard or depot.",Description,Ad,Eligible,,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,Mobile Citan Service,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:26 AM",0,0, --,GBP,0,0.00
Enabled,Pads & Discs Fitted,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:25 AM",0,0, --,GBP,0,0.00
Enabled,"Minor and major service packages at your home, yard or depot.",Description,Ad,Eligible,,Advertiser, --,0,7,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/5676264499708190674,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:11 AM",0,0, --,GBP,0,0.00
Enabled,"Minor and major service packages at your home, yard or depot.",Description,Ad,Eligible,,Advertiser, --,2,32,6.25%,GBP,2.20,4.40
Enabled,"Our Process
How the visit works
Scan, diagnose, written outcome
https://tripointdiagnostics.co.uk/process",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 9:25 AM",0,0, --,GBP,0,0.00
Enabled,Better MPG Focus,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:29 AM",0,9,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/3222420301980999346,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:01 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/1090503570617366679,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:22 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/14121263519521717047,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:24 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/1090503570617366679,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:24 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/16248861376664043974,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:16 AM",0,5,0.00%,GBP,0,0.00
Enabled,"Pricing
Fixed pricing available
Check rates before booking
https://tripointdiagnostics.co.uk/pricing",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:16 AM",1,24,4.17%,GBP,2.71,2.71
Enabled,Pre-Purchase Van Check,Headline,Ad,Eligible,,Advertiser, --,5,26,19.23%,GBP,1.03,5.13
Enabled,Pre-Purchase Van Check,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,"Call or WhatsApp with your reg, symptoms and location for the next slot.",Description,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,"Pricing
Fixed pricing available
Check rates before booking
https://tripointdiagnostics.co.uk/pricing",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:17 AM",0,2,0.00%,GBP,0,0.00
Enabled,"Call or WhatsApp with your reg, symptoms and location for the next slot.",Description,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,"Pricing
Fixed pricing available
Check rates before booking
https://tripointdiagnostics.co.uk/pricing",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:18 AM",0,4,0.00%,GBP,0,0.00
Enabled,Fleet Van Tuning,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/16248861376664043974,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:24 AM",0,1,0.00%,GBP,0,0.00
Enabled,"Pricing
Fixed pricing available
Check rates before booking
https://tripointdiagnostics.co.uk/pricing",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 9:25 AM",0,0, --,GBP,0,0.00
Enabled,"Pricing
Fixed pricing available
Check rates before booking
https://tripointdiagnostics.co.uk/pricing",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 9:23 AM",2,9,22.22%,GBP,0.49,0.98
Enabled,https://tpc.googlesyndication.com/simgad/5993747924801852374,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:16 AM",0,4,0.00%,GBP,0,0.00
Enabled,We Come to You across Kent & SE London. No Workshop Drop-Off Needed,Description,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Mercedes Sprinter Expert,Headline,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Emissions Fault Finding,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:24 AM",0,0, --,GBP,0,0.00
Enabled,Digital Health Check,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:24 AM",0,2,0.00%,GBP,0,0.00
Enabled,Send Us Your Reg,Headline,Ad,Eligible,,Advertiser, --,2,8,25.00%,GBP,7.40,14.79
Enabled,https://tpc.googlesyndication.com/simgad/15089046695797323081,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:50 AM",0,0, --,GBP,0,0.00
Enabled,Better Pull Under Load,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/14640774404270344606,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:01 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/14640774404270344606,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:00 AM",1,2,50.00%,GBP,6.22,6.22
Enabled,Economy Or Load Tunes,Headline,Ad,Eligible,,Advertiser, --,0,6,0.00%,GBP,0,0.00
Enabled,Dealer-Level Xentry Scan,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Dealer-Level Xentry Scan,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/16579510941858474835,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:50 AM",0,0, --,GBP,0,0.00
Enabled,Dealer-Level Xentry Scan,Headline,Ad,Eligible,,Advertiser, --,0,3,0.00%,GBP,0,0.00
Enabled,Digital Report Included,Headline,Ad,Eligible,,Advertiser, --,0,5,0.00%,GBP,0,0.00
Enabled,Dealer-Level Xentry Scan,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Digital Report Included,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Dealer-Level Xentry Scan,Headline,Ad,Eligible,,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,Dealer-Level Xentry Scan,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Same-Day Priority Slots,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Same-Day Priority Slots,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Dealer-Level Xentry Scan,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Sprinter Limp Mode Help,Headline,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Mercedes Sprinter Diagnostics,Headline,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Save Time and Money,Headline,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Reduced Power? We Come To You,Headline,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Mobile Callout To You,Headline,Ad,Not eligible, --,Advertiser, --,1,4,25.00%,GBP,2.49,2.49
Enabled,"Mercedes-focused diagnostics. Proper testing - no guesswork, no parts darts.",Description,Ad,Not eligible, --,Advertiser, --,0,19,0.00%,GBP,0,0.00
Enabled,Mobile Callout To You,Headline,Ad,Not eligible, --,Advertiser, --,55,499,11.02%,GBP,2.43,133.68
Enabled,Mobile Callout To You,Headline,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Mercedes Sprinter Diagnostics,Headline,Ad,Not eligible, --,Advertiser, --,2,46,4.35%,GBP,2.32,4.63
Enabled,Mobile Callout To You,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Mobile Callout To You,Headline,Ad,Not eligible, --,Advertiser, --,10,90,11.11%,GBP,2.45,24.49
Enabled,Fast Fault Isolation,Headline,Ad,Not eligible, --,Advertiser, --,1,6,16.67%,GBP,2.49,2.49
Enabled,Book now. Clear explanation and next steps you can trust.,Description,Ad,Not eligible, --,Advertiser, --,45,369,12.20%,GBP,2.47,111.05
Enabled,Book a callout or triage. Clear next steps - no guessing.,Description,Ad,Not eligible, --,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,Xentry workflow + live data checks to find the real cause of power loss.,Description,Ad,Not eligible, --,Advertiser, --,0,6,0.00%,GBP,0,0.00
Enabled,Mobile Fault Finding,Headline,Ad,Not eligible, --,Advertiser, --,11,105,10.48%,GBP,2.48,27.25
Enabled,Trade & Garage Support,Headline,Ad,Not eligible, --,Advertiser, --,0,6,0.00%,GBP,0,0.00
Enabled,Sprinter Limp Mode Help,Headline,Ad,Not eligible, --,Advertiser, --,0,7,0.00%,GBP,0,0.00
Enabled,Loss Of Boost Fault Finding,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Xentry-Based Workflow,Callout,Campaign,Eligible,,Advertiser,"Feb 22, 2026, 12:27 PM",3,37,8.11%,GBP,1.95,5.85
Enabled,Dealer-Level Test Process,Headline,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Dealer-Level Test Process,Headline,Ad,Not eligible, --,Advertiser, --,0,15,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/4346149546166737714,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:00 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/1929281974941266435,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:24 AM",0,0, --,GBP,0,0.00
Enabled,"Contact Us
Call or WhatsApp direct
Fast reply for bookings
https://tripointdiagnostics.co.uk/contact",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 8:52 AM",0,0, --,GBP,0,0.00
Enabled,"Fleet Tuning
Tuning for multiple vans
Fleet-friendly setup
https://tripointdiagnostics.co.uk/services/fleet-van-tuning",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:16 AM",0,18,0.00%,GBP,0,0.00
Enabled,Mobile Van Tuning Visit,Headline,Ad,Eligible,,Advertiser, --,2,33,6.06%,GBP,1.67,3.35
Enabled,https://tpc.googlesyndication.com/simgad/354600611973052629,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:59 AM",0,0, --,GBP,0,0.00
Enabled,"Contact Us
Call or WhatsApp direct
Fast reply for bookings
https://tripointdiagnostics.co.uk/contact",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 8:55 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/15042124423654883670,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:56 AM",0,0, --,GBP,0,0.00
Enabled,Mobile Van Tuning Visit,Headline,Ad,Eligible,,Advertiser, --,0,5,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/15042124423654883670,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:00 AM",0,0, --,GBP,0,0.00
Enabled,Pre-Buy Fault Scan,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:24 AM",0,9,0.00%,GBP,0,0.00
Enabled,Mercedes Van Diagnostics,Headline,Ad,Eligible,,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,Commercial Van Tune,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:29 AM",0,6,0.00%,GBP,0,0.00
Enabled,Diagnostic Pre-Check,Headline,Ad,Eligible,,Advertiser, --,0,14,0.00%,GBP,0,0.00
Enabled,"Mobile diagnosis for limp mode, reduced power, boost and derate faults on vans.",Description,Ad,Eligible,,Advertiser, --,2,2,100.00%,GBP,10.16,20.32
Enabled,"Mobile diagnosis for limp mode, reduced power, boost and derate faults on vans.",Description,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Diagnostic Pre-Check,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Sprinter & Vito Checks,Headline,Ad,Eligible,,Advertiser, --,0,3,0.00%,GBP,0,0.00
Enabled,Sprinter & Vito Checks,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Mobile Vito Service,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:28 AM",0,4,0.00%,GBP,0,0.00
Enabled,"Minor and major servicing, brake checks and fixed-price packages available.",Description,Ad,Eligible,,Advertiser, --,0,6,0.00%,GBP,0,0.00
Enabled,Genuine Mercedes Parts,Headline,Ad,Eligible,,Advertiser, --,0,9,0.00%,GBP,0,0.00
Enabled,"W415 and W420 covered at your home, yard or depot across Kent and SE London.",Description,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Sprinter Brake Quotes,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:25 AM",0,0, --,GBP,0,0.00
Enabled,"Sprinter Servicing
Sprinter service specialists
Genuine parts and resets
https://tripointdiagnostics.co.uk/services/sprinter-servicing",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:11 AM",0,1,0.00%,GBP,0,0.00
Enabled,W415 & W420 Covered,Headline,Ad,Eligible,,Advertiser, --,0,2,0.00%,GBP,0,0.00
Enabled,W415 & W420 Covered,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,"Sprinter Servicing
Minor & major service options
Mobile servicing at your van
https://tripointdiagnostics.co.uk/services/sprinter-servicing",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:10 AM",0,6,0.00%,GBP,0,0.00
Enabled,Xentry Service Reset,Headline,Ad,Eligible,,Advertiser, --,0,5,0.00%,GBP,0,0.00
Enabled,Xentry Service Reset,Headline,Ad,Eligible,,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,Xentry Service Reset,Headline,Ad,Eligible,,Advertiser, --,0,9,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/4538145180020788518,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:05 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/4538145180020788518,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:03 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/4538145180020788518,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:06 AM",0,0, --,GBP,0,0.00
Enabled,"Compliance-first, no guesswork",Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,"Compliance-first, no guesswork",Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,"Compliance-first, no guesswork",Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Fixed Price Brake Packages,Headline,Ad,Eligible,,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,Fixed Price Brake Packages,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,"Compliance-first, no guesswork",Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Fixed Price Brake Packages,Headline,Ad,Eligible,,Advertiser, --,0,4,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/5618825176379136166,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:11 AM",0,4,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/5618825176379136166,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:10 AM",0,6,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/5618825176379136166,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:06 AM",0,0, --,GBP,0,0.00
Enabled,Kent & SE London,Headline,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Diagnostics From £120,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Diagnostics From £120,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/4255073185112513068,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:59 AM",0,1,0.00%,GBP,0,0.00
Enabled,Diagnostics From £120,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Diagnostics From £120,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/6125939070984028664,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:56 AM",0,0, --,GBP,0,0.00
Enabled,Diagnostics From £120,Headline,Ad,Eligible,,Advertiser, --,0,4,0.00%,GBP,0,0.00
Enabled,Kent & SE London,Headline,Ad,Eligible,,Advertiser, --,2,31,6.45%,GBP,1.67,3.35
Enabled,Kent & SE London,Headline,Ad,Eligible,,Advertiser, --,0,3,0.00%,GBP,0,0.00
Enabled,Kent & SE London,Headline,Ad,Eligible,,Advertiser, --,0,5,0.00%,GBP,0,0.00
Enabled,Economy Tune From £199,Headline,Ad,Eligible,,Advertiser, --,1,31,3.23%,GBP,2.71,2.71
Enabled,Warning Light Diagnosis,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Warning Light Diagnosis,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Written Condition Report,Headline,Ad,Eligible,,Advertiser, --,0,5,0.00%,GBP,0,0.00
Enabled,Written Condition Report,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/1562926943481233643,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:59 AM",0,0, --,GBP,0,0.00
Enabled,Van Off-Road Help,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:24 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/13157049310440545946,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:22 AM",0,0, --,GBP,0,0.00
Enabled,Warning Light Diagnosis,Headline,Ad,Eligible,,Advertiser, --,0,1,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/13157049310440545946,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:24 AM",0,3,0.00%,GBP,0,0.00
Enabled,AdBlue Fault Diagnosis,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,"Contact Us
Call or WhatsApp direct
Fast reply for bookings
https://tripointdiagnostics.co.uk/contact",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 9:24 AM",1,6,16.67%,GBP,6.22,6.22
Enabled,"Contact Us
Call or WhatsApp direct
Fast reply for bookings
https://tripointdiagnostics.co.uk/contact",Sitelink,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 9:25 AM",0,0, --,GBP,0,0.00
Enabled,TriPoint Diagnostics,Headline,Ad,Eligible,,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Pre-purchase digital health check with full-system scan and written condition report.,Description,Ad,Eligible,,Advertiser, --,1,15,6.67%,GBP,1.86,1.86
Enabled,https://tpc.googlesyndication.com/simgad/17887829556129477115,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:59 AM",0,0, --,GBP,0,0.00
Enabled,Pre-purchase digital health check with full-system scan and written condition report.,Description,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/8938309787598588055,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:59 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/15297414149335375935,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:01 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/7940794713325685036,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:50 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/10913967985970182953,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:56 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/8327576996683131409,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:56 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/10913967985970182953,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:01 AM",0,0, --,GBP,0,0.00
Enabled,"Work-focused van tuning for better low-end pull, less lag and easier loaded driving.",Description,Ad,Eligible,,Advertiser, --,0,5,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/3448535394508594234,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:01 AM",0,0, --,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/10913967985970182953,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 11:00 AM",0,3,0.00%,GBP,0,0.00
Enabled,Written Condition Report,Callout,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:24 AM",0,2,0.00%,GBP,0,0.00
Enabled,https://tpc.googlesyndication.com/simgad/11783332116963344012,Image,Ad group,Eligible,,Advertiser,"Mar 24, 2026, 10:59 AM",0,0, --,GBP,0,0.00
Enabled,Mercedes Van Buyer Check,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Mercedes Van Buyer Check,Headline,Ad,Eligible,,Advertiser, --,0,4,0.00%,GBP,0,0.00
Enabled,Reduced Power Diagnosis,Headline,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Reduced Power Diagnosis,Headline,Ad,Eligible,,Advertiser, --,2,1,200.00%,GBP,10.16,20.32
Enabled,Kent and SE London coverage with fixed pricing confirmed first.,Description,Ad,Not eligible, --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Mobile Sprinter Diagnostics,Headline,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Clear Communication & Pricing,Headline,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Coverage Radius,Headline,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,WhatsApp Fast Booking,Headline,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Avoid Unnecessary Parts,Headline,Ad,Not eligible, --,Advertiser, --,1,6,16.67%,GBP,2.49,2.49
Enabled,Clear Fault Plan Provided,Headline,Ad,Not eligible, --,Advertiser, --,0,4,0.00%,GBP,0,0.00
Enabled,Fix The Root Cause,Headline,Ad,Not eligible, --; --,Advertiser, --,0,0, --,GBP,0,0.00
Enabled,Fix The Root Cause,Headline,Ad,Not eligible, --,Advertiser, --,0,2,0.00%,GBP,0,0.00
Enabled,Dealer-level mobile diagnostics & coding for Sprinter/Vito. Kent & SE London.,Description,Ad,Not eligible, --,Advertiser, --,0,13,0.00%,GBP,0,0.00
Enabled,Mobile across Kent & SE London. Ideal for courier vans under downtime pressure.,Description,Ad,Not eligible, --,Advertiser, --,0,2,0.00%,GBP,0,0.00
Enabled,VOR Triage Options,Headline,Ad,Not eligible, --,Advertiser, --,0,9,0.00%,GBP,0,0.00
